Brand,Dress_Description,Retail_price,Rent_price,Number_of_reviews,cotton,nylon,cellulose,silk,spandex,tencel,rayon,linen,cashmere,wool,leather,polyester,metallic_fibers,Length,Sleeves,Neckline
alexis,benicia sheath,539,57,74,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,off_shoulder_neckline
rachel roy collection,sleeveless floral dress,139,30,29,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,crew_neckline
iro,yasmina cutout mini dress,425,50,5,39,0,0,0,0,0,0,33,0,0,0,12,0,mini,sleeveless,crew_neckline
ieena for mac duggal,draped back sequin mini,298,30,41,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,one_shoulder
philosophy di lorenzo serafini,floral long sleeve midi dress,995,170,11,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
rebecca taylor,terri embroidered v-neck dress,595,57,42,0,0,0,0,0,0,0,100,0,0,0,0,0,maxi,three_quarter_sleeves,v_neckline
equipment,galane dress,450,75,13,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,v_neckline
sweet baby jamie,taupe wrap dress,276,45,5,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,three_quarter_sleeves,v_neckline
black halo,brooks sheath,345,50,55,0,62,0,0,6,0,32,0,0,0,0,0,0,midi,sleeveless,v_neckline
cupcakes and cashmere,deliz dress,115,30,70,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,one_shoulder
derek lam 10 crosby,striped tie waist shirt dress,395,70,68,0,0,0,0,0,0,0,63,0,0,0,0,0,mini,cap_sleeves,shirt_collar_neckline
saylor,adwoa dress,288,30,33,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,cap_sleeves,v_neckline
a.l.c.,stanwyck dress,795,96,44,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,long_sleeves,v_neckline
donna morgan,blue ruffle cap sleeve sheath,118,30,68,0,0,0,0,4,0,0,0,0,0,0,96,0,midi,cap_sleeves,crew_neckline
marissa webb,imani print dress,798,120,41,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,crew_neckline
rebecca taylor,long sleeve vivianna dress,495,85,57,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,long_sleeves,high_neckline
thakoon collective,paisley mini dress,300,50,51,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,long_sleeves,v_neckline
adrianna papell,yellow ruffle dress,149,30,19,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
joseph,evie midi dress,795,135,20,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,long_sleeves,shirt_collar_neckline
show me your mumu,party hop sequin dress,248,30,34,0,0,0,0,10,0,0,0,0,0,0,90,0,mini,long_sleeves,v_neckline
alexis,nolana dress,759,115,1,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,square_neckline
tory burch,colorblock ponte dress,378,65,115,0,30,0,0,5,0,65,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
reformation,samantha mini dress,198,35,53,0,0,0,0,0,0,47,0,0,0,0,0,0,mini,long_sleeves,crew_neckline
jill jill stuart,red striped maxi,318,45,51,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,v_neckline
aidan aidan mattox,copper gown,195,30,66,0,0,0,0,6,0,0,0,0,0,0,94,0,unknown,sleeveless,v_neckline
hervé léger,yellow bandage dress,790,93,45,0,9,0,0,1,0,90,0,0,0,0,0,0,mini,sleeveless,square_neckline
alexis,red lace fransisca dress,795,81,159,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,crew_neckline
shoshanna,triana midi dress,440,60,117,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,cap_sleeves,high_neckline
thakoon collective,tulip floral gown,395,30,75,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
rachel roy collection,angular pleat dress,149,30,24,0,37,0,0,0,0,63,0,0,0,0,0,0,midi,sleeveless,scoop_neckline
dress the population,anabel sequin gown,348,70,31,0,0,0,0,5,0,0,0,0,0,0,95,0,unknown,sleeveless,sweetheart_neckline
hutch,floral jacquard high low gown,445,75,209,0,0,0,0,0,0,0,0,0,0,0,86,14,unknown,sleeveless,v_neckline
alexis,sivan knit dress,352,33,51,0,35,0,0,0,0,65,0,0,0,0,0,0,midi,long_sleeves,high_neckline
hunter bell,lawton polka dot dress,410,60,116,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
donna morgan,yellow flare dress,118,30,34,0,0,0,0,4,0,0,0,0,0,0,96,0,midi,short_sleeves,crew_neckline
rails,striped wren dress,168,30,49,0,0,0,0,0,0,45,55,0,0,0,0,0,midi,short_sleeves,v_neckline
rebecca minkoff,black barbara button dress,198,35,97,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,crew_neckline
derek lam,floral short sleeve a-line shirtdress,1290,220,37,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,short_sleeves,shirt_collar_neckline
likely,orange packard dress,198,30,135,0,0,0,0,6,0,27,0,0,0,0,67,0,midi,cap_sleeves,one_shoulder
equipment,danette dress,395,65,41,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
saylor,alma dress,250,40,82,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,sleeveless,v_neckline
b collection by bobeau,printed orna wrap dress,98,30,14,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,short_sleeves,v_neckline
alexis,white arleigh dress,845,85,111,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,crew_neckline
sail to sable,green sleeveless striped dress,190,30,36,97,0,0,0,3,0,0,0,0,0,0,0,0,mini,sleeveless,v_neckline
derek lam collective,red flared dress,275,45,67,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,crew_neckline
for love and lemons,marie blazer mini dress,270,30,35,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,v_neckline
ramy brook,yellow audrey dress,425,65,45,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,crew_neckline
black halo,zalda mini sheath,375,40,104,97,0,0,0,3,0,0,0,0,0,0,0,0,mini,sleeveless,sweetheart_neckline
black halo,zalda dress,390,33,66,0,90,0,0,10,0,0,0,0,0,0,0,0,mini,sleeveless,sweetheart_neckline
fuzzi,lavender patchwork wrap dress,795,120,42,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
waverly grey,logan dress,223,40,25,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,v_neckline
ronny kobo,florence knit dress,598,90,68,0,22,0,0,0,0,78,0,0,0,0,0,0,maxi,sleeveless,crew_neckline
rhode,zola dress,465,80,18,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,crew_neckline
delfi collective,ombre amora dress,456,70,96,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,sweetheart_neckline
trina turk,chiyah dress,348,60,50,0,0,0,0,2,0,34,0,0,0,0,64,0,midi,short_sleeves,sweetheart_neckline
slate & willow,floral peasant dress,275,45,16,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,square_neckline
vone,rylee dress,232,30,139,0,25,0,0,0,0,0,0,0,0,0,75,0,midi,short_sleeves,crew_neckline
three floor,ruffle illusion lace dress,515,57,81,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,cap_sleeves,crew_neckline
slate & willow,floral combo dress,275,45,112,0,0,0,0,3,0,0,0,0,0,0,97,0,midi,long_sleeves,v_neckline
cinq à sept,winnie dress,365,30,48,0,0,0,0,7,0,39,0,0,0,0,54,0,mini,sleeveless,cowl_neckline
badgley mischka,neutral stripe gown,1100,117,1070,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,v_neckline
hutch,striped avery dress,203,30,158,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,short_sleeves,crew_neckline
ramy brook,blaise dress,375,65,27,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,turtleneck
solace london,sala midi dress,540,45,64,0,0,0,0,5,0,0,0,0,0,0,95,0,maxi,long_sleeves,one_shoulder
de la vali,cher sequin one shoulder dress,755,77,6,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,one_shoulder
a.l.c.,denim romi dress,495,85,13,49,0,0,0,1,0,0,50,0,0,0,0,0,mini,short_sleeves,turtleneck
o.p.t.,brisa dress,138,30,12,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,short_sleeves,scoop_neckline
eloquii,printed puff sleeve dress,80,30,14,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,short_sleeves,crew_neckline
thakoon collective,striped slip dress,372,55,17,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
kate spade new york,textured sweater dress,398,60,81,0,20,0,0,0,0,0,0,0,80,0,0,0,midi,sleeveless,v_neckline
mark & james by badgley mischka,mini sequin pixie dress,660,30,2049,0,100,0,0,0,0,0,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
diane von furstenberg,finn striped dress,498,85,118,0,0,0,0,0,0,83,0,0,0,0,17,0,midi,long_sleeves,high_neckline
iro,black floral print dress,455,70,17,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,v_neckline
3.1 phillip lim,corset skirt t-shirt dress,550,95,40,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,crew_neckline
hutch,merlot floral gown,360,41,36,0,0,0,0,0,0,0,0,0,0,0,80,20,maxi,sleeveless,v_neckline
r13,navy star print slip dress,795,135,10,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,sleeveless,v_neckline
minkpink,nirvana swing dress,109,30,34,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,sleeveless,v_neckline
area stars,claire dress,198,30,5,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
shoshanna,blue brandt dress,418,65,96,41,0,0,0,0,0,0,0,0,0,0,59,0,midi,sleeveless,v_neckline
bec & bridge,magenta magic mini dress,300,30,17,44,31,0,0,0,0,0,0,0,0,0,21,0,mini,sleeveless,scoop_neckline
marchesa notte,royal blue ruffle gown,795,81,262,0,0,0,0,0,0,0,0,0,0,0,8,0,unknown,sleeveless,v_neckline
prabal gurung,pinstripe jackie dress,995,136,25,0,0,77,0,0,0,0,0,0,0,0,23,0,maxi,short_sleeves,v_neckline
saloni,polka dot ruth dress,375,37,54,0,0,0,0,7,0,0,0,0,0,0,93,0,midi,sleeveless,off_shoulder_neckline
scotch & soda,ruffle jungle print dress,165,30,34,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
red valentino,pink ruffle skirt dress,650,100,43,0,0,0,0,6,0,14,0,0,0,0,80,0,mini,sleeveless,crew_neckline
third form,wild flowers back out dress,251,30,19,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,crew_neckline
halston,tuxedo shirt dress,325,30,48,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,v_neckline
dress the population,jaida sheath,248,30,178,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
sachin & babi,floral mia gown,850,145,126,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,strapless,straight_neckline
yumi kim,velvet shannon dress,248,30,36,0,0,0,0,5,0,0,0,0,0,0,95,0,mini,long_sleeves,turtleneck
christian siriano,fuchsia drape dress,1350,145,169,0,0,0,0,0,0,0,0,0,0,0,8,0,midi,short_sleeves,one_shoulder
rachel roy collection,leopard printed midi dress,159,30,46,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,crew_neckline
keepsake,luscious dress,240,30,76,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,halter
equipment,guitain floral wrap dress,495,90,13,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,long_sleeves,v_neckline
no. 21,yellow zebra print midi dress,1120,190,31,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,long_sleeves,high_neckline
jason wu collective,combo lace flounce dress,315,30,56,0,27,0,0,5,0,67,0,0,0,0,0,0,midi,sleeveless,crew_neckline
cleobella,jessa maxi,208,35,29,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,v_neckline
susana monaco,one sleeve mini dress,194,30,11,0,86,0,0,16,0,0,0,0,0,0,0,0,mini,long_sleeves,v_neckline
miguelina,magenta emery dress,495,85,11,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,strapless,straight_neckline
vero moda,high neck midi dress,79,30,22,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,high_neckline
bardot,ava lace dress,189,30,132,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,crew_neckline
delfi collective,camille pleated dress,456,56,195,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
a.l.c.,mara dress,495,45,129,0,0,0,0,4,0,0,0,0,0,0,96,0,mini,long_sleeves,v_neckline
veronica beard,karen dress,495,85,53,39,0,0,0,0,0,30,0,0,0,0,0,0,midi,long_sleeves,shirt_collar_neckline
rejina pyo,printed laura dress,835,125,19,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,short_sleeves,crew_neckline
j.crew,merle cowl neck dress,138,30,40,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,cowl_neckline
aidan aidan mattox,bronze metallic halter gown,275,41,23,0,0,0,0,5,0,0,0,0,0,0,88,7,unknown,halter,halter
laquan smith,off the shoulder puff sleeve dress,750,77,12,0,0,0,0,0,0,0,0,0,0,0,4,0,mini,long_sleeves,sweetheart_neckline
hutch,red velvet ruffle gown,320,41,61,0,20,0,0,0,0,80,0,0,0,0,0,0,unknown,short_sleeves,v_neckline
boden,poppy ponte dress,130,30,19,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
fifteen twenty,tiered cami dress,176,30,13,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,scoop_neckline
trina turk,floral priceless dress,498,57,95,0,0,0,0,0,0,0,0,0,0,0,90,10,mini,cap_sleeves,high_neckline
milly,navy shirred side dress,395,60,20,0,0,0,0,0,0,83,0,0,0,0,17,0,maxi,sleeveless,crew_neckline
hutch,black floral jacquard gown,400,70,144,26,0,0,0,0,0,0,0,0,0,0,62,12,unknown,sleeveless,v_neckline
jill jill stuart,sheila wrap dress,180,30,147,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
hutch,navy jolene dress,220,30,334,0,0,0,0,5,0,0,0,0,0,0,95,0,mini,short_sleeves,off_shoulder_neckline
nicole miller,confetti flowers tuck dress,355,40,65,0,0,0,0,2,0,43,55,0,0,0,0,0,midi,sleeveless,v_neckline
deborah lyons,anita dress,775,130,25,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,shirt_collar_neckline
j.crew,rudbeckia dress,138,30,69,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
finders keepers,claudia denim dress,135,30,46,99,0,0,0,1,0,0,0,0,0,0,0,0,midi,sleeveless,v_neckline
jason wu,pinstripe suiting trench dress,495,85,33,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,shirt_collar_neckline
anna sui,red roses dress,418,65,21,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,v_neckline
faviana,navy lace bodice gown,358,33,149,0,0,0,0,5,0,0,0,0,0,0,95,0,mini,sleeveless,v_neckline
krisa,halter handkerchief dress,253,45,16,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,halter
nicole miller,v-neck tuck dress,290,50,56,0,30,0,0,5,0,65,0,0,0,0,0,0,midi,long_sleeves,v_neckline
saylor,adrianne dress,219,35,32,90,0,0,0,0,0,0,0,0,0,0,0,10,mini,short_sleeves,v_neckline
black halo,abina velvet dress,345,33,103,0,0,0,0,10,0,0,0,0,0,0,90,0,midi,long_sleeves,v_neckline
o.p.t.,damiana dress,133,30,5,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
bardot,red slip gown,119,30,38,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
parker,mahari dress,268,40,59,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,sweetheart_neckline
ba&sh,metallic nixon gown,630,61,193,0,0,0,28,0,0,45,0,0,0,0,0,27,unknown,short_sleeves,v_neckline
lapointe,high neck dolman dress,1200,205,10,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,high_neckline
elliatt,platform dress,210,30,55,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,short_sleeves,one_shoulder
rebecca taylor,stretch texture scoop neck dress,395,60,35,0,0,0,0,2,0,0,0,0,0,0,98,0,mini,short_sleeves,scoop_neckline
kate spade new york,mod plaid ruffle dress,398,70,79,0,0,0,0,2,0,49,0,0,0,0,49,0,midi,sleeveless,v_neckline
elizabeth and james,cavan midi gown,495,45,42,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,halter
milly,scallop sequins rhea dress,345,33,64,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,boat_neckline
la petite robe di chiara boni,red jodilin sheath,695,110,244,0,72,0,0,28,0,0,0,0,0,0,0,0,midi,short_sleeves,square_neckline
reformation,kacey dress,218,30,74,0,0,0,30,0,0,70,0,0,0,0,0,0,midi,short_sleeves,v_neckline
shoshanna,abelia dress,398,70,100,0,0,73,0,0,0,0,0,0,0,0,27,0,mini,short_sleeves,crew_neckline
rachel rachel roy,printed paloma dress,129,30,20,0,0,0,0,5,0,0,0,0,0,0,95,0,maxi,long_sleeves,v_neckline
slate & willow,printed ellsworth dress,298,55,107,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
likely,balcott dress,228,30,116,0,0,0,0,6,0,27,0,0,0,0,67,0,mini,sleeveless,sweetheart_neckline
donna morgan,white tie knot keyhole dress,123,30,65,0,0,0,0,4,0,0,0,0,0,0,96,0,midi,sleeveless,high_neckline
saloni,printed suzi maxi dress,625,100,49,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,v_neckline
katie may,surreal gown,250,30,106,0,0,0,0,4,0,0,0,0,0,0,96,0,unknown,sleeveless,cowl_neckline
nicholas,electra satin gown,595,57,11,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,v_neckline
parker,black minna dress,278,40,63,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,v_neckline
halston,draped asymmetric sleeve midi dress,325,30,69,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,three_quarter_sleeves,one_shoulder
milly,racer stripe dress,450,75,35,0,0,0,0,1,0,70,0,0,0,0,29,0,midi,long_sleeves,crew_neckline
katie may,pink come on home dress,345,35,10,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,strapless,straight_neckline
lauren ralph lauren,adaleide dress,175,30,18,0,0,0,0,5,0,0,0,0,0,0,95,0,maxi,short_sleeves,v_neckline
tibi,yellow chalky drape trapeze dress,495,75,33,0,0,0,0,0,0,0,0,0,0,0,2,0,midi,sleeveless,high_neckline
reformation,floral butterfly dress,278,36,144,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,short_sleeves,off_shoulder_neckline
halston,red pleated ruffle dress,425,50,145,0,0,65,0,0,0,0,0,0,0,0,35,0,midi,short_sleeves,square_neckline
sita murt,yellow shirt dress,283,50,5,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,shirt_collar_neckline
proenza schouler,swirl print shirtdress,1690,305,6,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,shirt_collar_neckline
diane von furstenberg,checkered wrap dress,468,80,237,0,17,0,0,0,0,38,0,0,0,0,0,0,midi,long_sleeves,v_neckline
hah,t's me dress,398,65,14,0,100,0,0,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,crew_neckline
3.1 phillip lim,twisted asymmetrical neckline dress,995,120,30,0,0,0,0,0,0,34,0,0,0,0,0,0,maxi,sleeveless,v_neckline
one33 social,cutout satin gown,420,41,10,0,0,0,0,5,0,0,0,0,0,0,95,0,unknown,sleeveless,plunge_neckline
c/meo collective,counting all dress,160,30,17,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,square_neckline
equipment,harmon dress,425,70,37,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,v_neckline
roksanda,flandre dress,1303,145,26,0,0,0,0,0,0,60,0,0,0,0,40,0,maxi,sleeveless,crew_neckline
stylestalker,quinn midi dress,185,30,103,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
the kooples,red polka dot sleeveless dress,475,80,10,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,sleeveless,v_neckline
rachel rachel roy,twist neck sheath,109,30,6,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,sleeveless,v_neckline
shoshanna,dinan dress,398,65,93,0,0,73,0,0,0,0,0,0,0,0,27,0,midi,short_sleeves,crew_neckline
rachel zoe,lilil dress,395,45,40,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,short_sleeves,crew_neckline
equipment,gilliane dress,450,75,68,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,long_sleeves,v_neckline
iro,severn dress,495,60,50,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,v_neckline
shoshanna,alianora dress,405,70,56,0,0,0,0,0,0,29,0,0,0,0,67,0,midi,short_sleeves,v_neckline
parker,lindsay dress,298,50,15,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,v_neckline
jay godfrey,red daisy sheath,299,30,132,0,0,0,0,2,0,0,0,0,0,0,98,0,maxi,sleeveless,sweetheart_neckline
milly,reina tie back mini dress,325,30,29,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,square_neckline
l.k. bennett,lemoni dress,370,65,80,0,0,0,0,4,0,33,0,0,0,0,63,0,midi,short_sleeves,boat_neckline
dress the population,sloane sequin dress,198,30,18,0,100,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,sweetheart_neckline
marchesa notte,silver star tulle dress,695,69,78,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,square_neckline
rachel rachel roy,floral ruffle chiffon midi dress,139,30,27,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
reformation,brielle dress,198,30,55,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,short_sleeves,v_neckline
ml monique lhuillier,garden lace dress,595,57,193,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,square_neckline
badgley mischka,sapphire capelet sheath,495,45,102,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,sleeveless,high_neckline
b collection by bobeau,auden dress,104,30,16,0,0,0,0,0,100,0,0,0,0,0,0,0,midi,long_sleeves,off_shoulder_neckline
badgley mischka,black bubble sleeve sheath,395,37,52,0,0,0,0,5,0,0,0,0,0,0,95,0,mini,three_quarter_sleeves,v_neckline
paco rabanne,geo printed high neck dress,840,145,19,0,0,0,0,5,0,95,0,0,0,0,0,0,maxi,short_sleeves,high_neckline
a.l.c.,dotted viera dress,495,75,38,0,0,0,100,0,0,0,0,0,0,0,0,0,mini,short_sleeves,v_neckline
katie may,slashed one sleeve gown,325,41,29,0,0,0,0,2,0,0,0,0,0,0,98,0,unknown,long_sleeves,straight_neckline
jay godfrey,prime sheath,275,30,52,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
hutch,nicola gown,300,30,169,0,0,0,0,5,0,0,0,0,0,0,95,0,unknown,sleeveless,v_neckline
for love and lemons,dixon mini dress,352,56,84,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,long_sleeves,sweetheart_neckline
alcoolique,lace milva sheath,713,57,48,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,crew_neckline
hutch,marilyn high low dress,454,49,338,0,0,0,0,5,0,0,0,0,0,0,95,0,maxi,long_sleeves,v_neckline
amanda uprichard,halette dress,211,32,27,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,square_neckline
ramy brook,paris printed dress,395,65,29,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,sleeveless,crew_neckline
fuzzi,red floral maxi,670,100,35,0,100,0,0,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,off_shoulder_neckline
theory,windowpane dolman dress,375,65,84,0,23,0,0,5,0,72,0,0,0,0,0,0,midi,short_sleeves,turtleneck
diane von furstenberg,adeline pullover dress,468,80,125,0,0,0,0,0,0,83,0,0,0,0,17,0,midi,short_sleeves,crew_neckline
elliatt,cobalt sydne dress,210,30,113,0,0,0,0,10,0,0,0,0,0,0,90,0,maxi,sleeveless,v_neckline
bcbgmaxazria,ruffle hem mini dress,228,40,33,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,v_neckline
oscar de la renta,off the shoulder ruffle dress,1690,213,15,97,0,0,0,3,0,0,0,0,0,0,0,0,midi,short_sleeves,off_shoulder_neckline
black halo,red bowery gown,525,37,212,0,77,0,0,7,0,16,0,0,0,0,0,0,unknown,sleeveless,v_neckline
emporio armani,pink striped dress,345,60,9,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,v_neckline
trina turk,black eda gown,398,41,84,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,cap_sleeves,one_shoulder
jay godfrey,navy floral jill dress,397,70,107,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,high_neckline
keepsake,own it midi dress,185,30,73,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,three_quarter_sleeves,high_neckline
afrm,ellis ombre snake print dress,138,30,15,0,0,0,0,3,0,0,0,0,0,0,97,0,maxi,three_quarter_sleeves,v_neckline
joie,red floral hafsa dress,398,60,62,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,cap_sleeves,one_shoulder
catherine deane,kate dress,750,65,78,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,cap_sleeves,turtleneck
hutch,navy willow dress,270,40,88,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,long_sleeves,v_neckline
ml monique lhuillier,floral sequin surplice gown,595,53,90,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,v_neckline
finders keepers,sundays dress,175,30,46,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,short_sleeves,v_neckline
ieena for mac duggal,wine sequin tie back dress,298,30,34,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,square_neckline
les reveries,floral printed open back dress,630,105,11,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,crew_neckline
ml monique lhuillier,pink polka dot dress,395,60,60,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,cap_sleeves,crew_neckline
alice mccall,distant realms gown,595,65,76,0,45,0,0,0,0,0,0,0,0,0,0,55,unknown,sleeveless,halter
dress the population,zherra dress,258,30,40,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,cowl_neckline
baja east,horse slip dress,395,65,23,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
chinti & parker,ribbon dress,685,120,86,0,0,0,0,0,0,0,0,30,70,0,0,0,maxi,long_sleeves,crew_neckline
la petite robe di chiara boni,silvietta cocktail dress,750,85,507,0,72,0,0,28,0,0,0,0,0,0,0,0,midi,sleeveless,boat_neckline
